% function evaluation | noise-free fitness - Fopt (6,870000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2,631849918e+01 +2,631849918e+01 +3,318849918e+01 +3,318849918e+01 +2,3088e+00 -8,9919e-01 -2,9229e+00 -1,6728e+00 +4,6776e+00 -4,9388e+00 +4,6370e+00 +4,3987e+00 +4,4719e+00 +4,3708e+00
3 +2,327122815e+01 +2,327122815e+01 +3,014122815e+01 +3,014122815e+01 +1,9495e+00 +3,0523e+00 -4,9497e+00 +2,3135e-01 +2,4398e+00 -3,5798e+00 -1,8272e-01 +4,4555e-01 +7,7100e-01 -2,9509e+00
4 +7,978008999e+00 +7,978008999e+00 +1,484800900e+01 +1,484800900e+01 +1,2336e+00 -3,1529e+00 -4,8932e+00 -3,3896e+00 -3,2195e+00 +4,0397e-01 +4,7383e+00 -2,5457e+00 -1,0548e+00 -2,8240e+00
41 +4,777412006e+00 +4,777412006e+00 +1,164741201e+01 +1,164741201e+01 -4,0092e+00 -7,9855e-01 +3,7646e+00 +2,7562e+00 +4,9322e-03 -1,7383e+00 -4,9295e+00 -2,6258e+00 -1,3791e+00 -3,6258e+00
654 +2,018547427e+00 +2,018547427e+00 +8,888547427e+00 +8,888547427e+00 +5,0000e+00 +6,4609e-01 +5,0000e+00 -5,0000e+00 +3,4506e+00 -4,1851e+00 +5,0000e+00 +2,7602e+00 +5,0000e+00 -1,0722e+00
9085 +1,223739645e+00 +1,223739645e+00 +8,093739645e+00 +8,093739645e+00 -8,4784e-01 -2,5897e+00 +2,0695e+00 +4,2921e+00 -4,5036e+00 -4,8501e+00 -3,7829e+00 -2,8253e+00 -1,7853e+00 -5,0000e+00
45518 +9,061052099e-01 +9,061052099e-01 +7,776105210e+00 +7,776105210e+00 +4,8969e+00 -4,9997e+00 +4,9982e+00 +4,9775e+00 -4,9931e+00 -4,9883e+00 -2,6678e+00 -4,9947e+00 -4,9977e+00 -1,8279e+00
47770 +5,910080762e-01 +5,910080762e-01 +7,461008076e+00 +7,461008076e+00 +4,8923e+00 -4,9999e+00 +5,0000e+00 +4,9755e+00 -4,9925e+00 -4,9964e+00 -2,6769e+00 -4,9981e+00 -4,9993e+00 -1,8297e+00
49712 +3,937616012e-01 +3,937616012e-01 +7,263761601e+00 +7,263761601e+00 +4,8886e+00 -5,0000e+00 +4,9942e+00 +4,9776e+00 -4,9876e+00 -4,9970e+00 -2,6831e+00 -4,9966e+00 -4,9990e+00 -1,8266e+00
53018 +2,421384710e-01 +2,421384710e-01 +7,112138471e+00 +7,112138471e+00 +4,8819e+00 -4,9989e+00 +4,9982e+00 +4,9797e+00 -4,9920e+00 -4,9976e+00 -2,6835e+00 -4,9926e+00 -4,9962e+00 -1,8349e+00
454669 +1,481541513e-01 +1,481541513e-01 +7,018154151e+00 +7,018154151e+00 +4,8775e+00 -4,9984e+00 +5,0000e+00 +4,9827e+00 -4,9802e+00 -4,9950e+00 -2,6845e+00 -4,9857e+00 -4,9977e+00 -1,8384e+00
