% function evaluation | noise-free fitness - Fopt (-6,211100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2,102510759e+09 +2,102510759e+09 +2,102510138e+09 +2,102510138e+09 +2,3204e+00 -2,9400e+00 +2,9385e+00 -3,3692e+00 -3,4498e+00 -2,4157e+00 -5,6998e-01 +2,4555e-01 -4,3697e+00 +4,9125e+00
2 +5,149768873e+07 +5,149768873e+07 +5,149706762e+07 +5,149706762e+07 +3,0831e+00 +5,4465e-02 -1,2286e+00 -2,7571e+00 +2,1601e+00 -2,0810e+00 -6,0334e-01 -2,5406e+00 +3,0193e+00 -8,5092e-01
77 +3,805437636e+07 +3,805437636e+07 +3,805375525e+07 +3,805375525e+07 -3,4376e-01 +1,6619e+00 -1,7483e+00 -1,1890e+00 +3,9462e+00 -3,8804e+00 -5,4894e-02 -6,3142e-01 +7,7808e-01 +3,6574e-01
328 +1,918112569e+07 +1,918112569e+07 +1,918050458e+07 +1,918050458e+07 -6,3259e-01 +1,1289e+00 +1,4568e+00 -3,5753e+00 -2,2924e+00 -2,8643e+00 +7,2075e-01 +5,3014e-01 +1,2754e+00 +2,2830e+00
529 +1,453935219e+07 +1,453935219e+07 +1,453873108e+07 +1,453873108e+07 -3,2667e-01 +1,1831e+00 +6,5164e-01 -2,7675e+00 +3,7631e-01 -3,6558e-01 +1,2757e-01 -1,9427e-01 +1,9051e+00 -7,6154e-01
1229 +9,840020464e+06 +9,840020464e+06 +9,839399354e+06 +9,839399354e+06 -5,1571e-01 +3,8436e+00 +1,6599e-01 -4,3726e+00 -2,5725e+00 -1,9944e+00 +4,6077e-01 +1,1604e+00 +1,0890e+00 +1,6334e+00
2035 +4,632606288e+06 +4,632606288e+06 +4,631985178e+06 +4,631985178e+06 -8,1950e-01 +3,1444e+00 +3,7972e-01 -2,7028e+00 +5,5801e-01 -9,4134e-01 +1,6760e-03 -8,9891e-01 +2,2607e+00 +8,0609e-02
2647 +3,811912949e+06 +3,811912949e+06 +3,811291839e+06 +3,811291839e+06 -4,8092e-01 +3,1125e+00 -7,7130e-01 -2,6397e+00 +5,1845e-01 -6,4480e-01 +6,3585e-01 -1,0077e+00 +2,4637e+00 +5,9295e-02
3226 +2,380404340e+06 +2,380404340e+06 +2,379783230e+06 +2,379783230e+06 -1,0392e+00 +4,3374e+00 -1,2398e+00 -2,8203e+00 +5,0031e-01 -1,1390e+00 +1,9564e-01 -1,0354e+00 +2,3095e+00 +1,1788e-01
3248 +1,347910676e+06 +1,347910676e+06 +1,347289566e+06 +1,347289566e+06 -1,2159e+00 +3,5919e+00 -1,1692e+00 -2,7719e+00 +6,0962e-01 -1,1715e+00 +8,2286e-01 -8,8237e-01 +2,1181e+00 +8,6814e-02
3844 +9,068617121e+05 +9,068617121e+05 +9,062406021e+05 +9,062406021e+05 -9,8688e-01 +3,8054e+00 -3,0861e-01 -2,7958e+00 +6,4617e-01 -1,7376e+00 +1,0982e+00 -8,7174e-01 +1,8764e+00 +1,1921e-01
4146 +5,977440248e+05 +5,977440248e+05 +5,971229148e+05 +5,971229148e+05 -1,0344e+00 +4,1580e+00 -4,3154e-01 -2,8222e+00 +6,2652e-01 -1,8251e+00 +1,4609e+00 -8,8470e-01 +1,8286e+00 -2,4492e-01
5949 +3,971040678e+05 +3,971040678e+05 +3,964829578e+05 +3,964829578e+05 -1,2008e+00 +4,1419e+00 -7,2856e-01 -3,1259e+00 +5,6052e-01 -2,0524e+00 +1,0533e+00 -7,0198e-01 +1,5162e+00 -1,4656e-01
6830 +2,349264681e+05 +2,349264681e+05 +2,343053581e+05 +2,343053581e+05 -1,3861e+00 +3,8412e+00 -3,1744e-01 -3,3652e+00 +5,4453e-01 -1,8926e+00 +1,0411e+00 -7,0748e-01 +1,4456e+00 -1,3174e-01
7732 +1,404528525e+05 +1,404528525e+05 +1,398317425e+05 +1,398317425e+05 -1,2380e+00 +4,0794e+00 -2,6867e-01 -3,2821e+00 +5,4690e-01 -1,9410e+00 +1,1736e+00 -7,7514e-01 +1,5762e+00 -2,5368e-01
8335 +9,543896997e+04 +9,543896997e+04 +9,481785997e+04 +9,481785997e+04 -1,2333e+00 +4,1274e+00 -3,1443e-01 -3,2867e+00 +5,4490e-01 -1,7996e+00 +1,0697e+00 -8,0033e-01 +1,4952e+00 -3,3119e-01
8627 +5,890359202e+04 +5,890359202e+04 +5,828248202e+04 +5,828248202e+04 -1,2132e+00 +4,1266e+00 -5,1241e-01 -3,2811e+00 +5,4484e-01 -1,6722e+00 +1,1869e+00 -7,8771e-01 +1,4834e+00 -4,0803e-01
9228 +3,524722695e+04 +3,524722695e+04 +3,462611695e+04 +3,462611695e+04 -1,2379e+00 +4,1245e+00 -5,7824e-01 -3,3421e+00 +5,4464e-01 -1,7580e+00 +1,2023e+00 -7,4330e-01 +1,6497e+00 -4,7156e-01
